M1,1,8
M1,2,29
M1,3,11
M1,4,4
M1,5,5
M1,6,4
M1,7,10
M1,8,8
M1,9,4
M1,10,5
M1,11,12
M1,12,9
M1,13,4
M1,14,18
M1,15,11
M1,16,7
M1,17,9
M1,18,13
M1,19,7
M1,20,6
M1,21,5
M1,22,5
M1,23,6
M1,24,128
M1,25,5
M1,26,7
M1,27,4
M1,28,4
M1,29,53
M1,30,46
M1,31,4
M1,32,17
M1,33,11
M1,34,73
M1,35,5
M1,36,46
M1,37,18
M1,38,9
M1,39,4
M1,40,17
M1,41,16
M1,42,4
M1,43,6
M1,44,341
M1,45,5
M1,46,30
M1,47,5
M1,48,4
M1,49,4
M1,50,4
M1,51,7
M1,52,4
M1,53,5
M1,54,7
M1,55,4
M1,56,8
M1,57,7
M1,58,12
M1,59,4
M1,60,4
M1,61,9
M1,62,36
M1,63,11
M1,64,16
M1,65,4
M1,66,4
M1,67,19
M1,68,60
M1,69,24
M1,70,5
M1,71,10
M1,72,35
M1,73,8
M1,74,170
M1,75,5
M1,76,4
M1,77,4
M1,78,12
M1,79,4
M1,80,8
M1,81,5
M1,82,42
M1,83,64
M1,84,4
M1,85,5
M1,86,17
M1,87,4
M1,88,512
M1,89,5
M1,90,5
M1,91,4
M1,92,5
M1,93,6
M1,94,85
M1,95,7
M1,96,11
M1,97,4
M1,98,20
M1,99,6
M1,100,42
M1,101,5
M1,102,8
M1,103,6
M1,104,4
M1,105,7
M1,106,4
M1,107,20
M1,108,17
M1,109,6
M1,110,10
M1,111,5
M1,112,10
M1,113,30
M1,114,8
M1,115,5
M1,116,93
M1,117,4
M1,118,42
M1,119,4
M1,120,4
M1,121,6
M1,122,4
M1,123,8
M1,124,6
M1,125,10
M1,126,22
M1,127,5
M1,128,5
M1,129,33
M1,130,7
M1,131,5
M1,132,15
M1,133,37
M1,134,19
M1,135,10
M1,136,6
M1,137,146
M1,138,4
M1,139,6
M1,140,7
M1,141,7
M1,142,24
M1,143,13
M1,144,60
M1,145,23
M1,146,18
M1,147,18
M1,148,6
M1,149,4
M1,150,10
M1,151,4
M1,152,15
D1,2
M1,154,7
M1,155,56
M1,156,4
M1,157,37
M1,158,7
U1,2
M1,160,5
M1,161,18
M1,162,4
M1,163,73
M1,164,4
M1,165,5
M1,166,7
M1,167,12
M1,168,20
M1,169,16
M1,170,9
M1,171,56
M1,172,5
M1,173,5
M1,174,5
M1,175,73
M1,176,14
M1,177,6
M1,178,5
M1,179,4
M1,180,4
M1,181,6
M1,182,15
M1,183,30
M1,184,15
M1,185,5
M1,186,5
M1,187,15
M1,188,4
M1,189,9
M1,190,341
M1,191,60
M1,192,5
M1,193,9
M1,194,10
M1,195,18
M1,196,4
M1,197,4
M1,198,5
M1,199,6
M1,200,11
M1,201,6
M1,202,56
M1,203,9
M1,204,4
M1,205,6
M1,206,12
M1,207,29
M1,208,9
M1,209,6
M1,210,4
M1,211,23
M1,212,6
M1,213,4
M1,214,4
M1,215,22
M1,216,5
M1,217,10
M1,218,6
M1,219,4
M1,220,6
M1,221,12
M1,222,17
M1,223,73
M1,224,146
M1,225,8
M1,226,9
M1,227,5
M1,228,6
M1,229,16
M1,230,93
M1,231,4
M1,232,21
M1,233,6
M1,234,24
M1,235,14
M1,236,341
M1,237,4
M1,238,93
M1,239,4
M1,240,7
M1,241,4
M1,242,4
M1,243,4
M1,244,19
M1,245,16
M1,246,6
M1,247,68
M1,248,7
M1,249,7
M1,250,20
M1,251,7
M1,252,9
M1,253,8
M1,254,18
M1,255,7
M1,256,5
M1,257,6
M1,258,31
M1,259,16
M1,260,5
M1,261,6
M1,262,5
M1,263,85
M1,264,12
M1,265,4
M1,266,9
M1,267,5
M1,268,4
M1,269,13
M1,270,7
M1,271,5
M1,272,13
M1,273,4
M1,274,4
M1,275,5
M1,276,7
M1,277,4
M1,278,4
M1,279,8
M1,280,6
M1,281,4
M1,282,4
M1,283,4
M1,284,5
M1,285,5
M1,286,4
M1,287,10
M1,288,4
M1,289,6
M1,290,16
M1,291,8
M1,292,5
M1,293,1024
M1,294,8
M1,295,4
M1,296,4
M1,297,40
M1,298,14
M1,299,9
M1,300,33
