M1,1,5
M1,2,40
M1,3,5
M1,4,4
M1,5,7
M1,6,7
M1,7,4
M1,8,341
M1,9,1024
M1,10,8
M1,11,5
M1,12,4
M1,13,22
M1,14,4
M1,15,4
M1,16,11
M1,17,4
M1,18,4
M1,19,4
M1,20,7
M1,21,22
M1,22,37
M1,23,7
M1,24,4
M1,25,6
M1,26,5
M1,27,1024
M1,28,14
M1,29,146
M1,30,10
M1,31,15
M1,32,5
M1,33,25
M1,34,6
M1,35,9
M1,36,8
M1,37,16
M1,38,5
M1,39,5
M1,40,11
M1,41,4
M1,42,5
M1,43,4
M1,44,24
M1,45,23
M1,46,4
M1,47,15
M1,48,7
M1,49,40
M1,50,8
M1,51,13
M1,52,32
M1,53,7
M1,54,11
M1,55,10
M1,56,7
M1,57,4
M1,58,11
M1,59,11
M1,60,7
M1,61,102
M1,62,4
M1,63,4
M1,64,5
M1,65,6
M1,66,8
M1,67,37
M1,68,8
M1,69,9
M1,70,4
M1,71,7
M1,72,24
M1,73,5
M1,74,113
M1,75,1024
M1,76,6
M1,77,4
M1,78,12
M1,79,64
M1,80,5
M1,81,19
M1,82,6
M1,83,4
M1,84,4
M1,85,4
M1,86,39
M1,87,22
M1,88,4
M1,89,5
M1,90,341
M1,91,10
M1,92,4
M1,93,18
M1,94,39
M1,95,23
M1,96,4
M1,97,27
M1,98,5
M1,99,6
M1,100,12
M1,101,10
M1,102,4
M1,103,5
M1,104,8
M1,105,6
M1,106,18
M1,107,39
M1,108,12
M1,109,26
M1,110,6
M1,111,13
M1,112,5
M1,113,33
M1,114,8
M1,115,4
M1,116,11
M1,117,18
M1,118,4
M1,119,30
M1,120,11
M1,121,5
M1,122,5
M1,123,7
M1,124,20
M1,125,7
M1,126,113
M1,127,11
M1,128,15
M1,129,53
M1,130,17
M1,131,8
M1,132,11
M1,133,4
M1,134,6
M1,135,7
M1,136,5
M1,137,8
M1,138,25
M1,139,5
M1,140,5
M1,141,32
M1,142,128
M1,143,7
M1,144,4
M1,145,4
M1,146,6
M1,147,5
M1,148,20
M1,149,26
M1,150,6
M1,151,5
M1,152,4
M1,153,4
M1,154,14
M1,155,9
M1,156,4
M1,157,4
M1,158,341
M1,159,31
M1,160,4
M1,161,85
M1,162,6
M1,163,7
M1,164,13
M1,165,6
M1,166,11
M1,167,16
M1,168,7
M1,169,10
M1,170,5
M1,171,4
M1,172,10
M1,173,8
M1,174,40
M1,175,13
M1,176,5
M1,177,5
M1,178,68
M1,179,44
M1,180,4
